Country,Code,Year,CO2Emissions
Oceania,,1797,0
Oceania,,1798,0
Oceania,,1799,0
Oceania,,1800,0
Oceania,,1801,0
Oceania,,1802,0
Oceania,,1803,0
Oceania,,1804,0
Oceania,,1805,236
Oceania,,1806,661
Oceania,,1807,629
Oceania,,1808,787
Oceania,,1809,1259
Oceania,,1810,1259
Oceania,,1811,2203
Oceania,,1812,2203
Oceania,,1813,2832
Oceania,,1814,3451
Oceania,,1815,2753
Oceania,,1816,2281
Oceania,,1817,2045
Oceania,,1818,1888
Oceania,,1819,3540
Oceania,,1820,6160
Oceania,,1821,3147
Oceania,,1822,3934.0002
Oceania,,1823,4720
Oceania,,1824,4720
Oceania,,1825,2870
Oceania,,1826,6360
Oceania,,1827,5902
Oceania,,1828,3786
Oceania,,1829,6031
Oceania,,1830,5748
Oceania,,1831,1421
Oceania,,1832,11239
Oceania,,1833,10718
Oceania,,1834,13358
Oceania,,1835,19498
Oceania,,1836,19897
Oceania,,1837,25305
Oceania,,1838,27094
Oceania,,1839,33487
Oceania,,1840,47605
Oceania,,1841,54819
Oceania,,1842,62779
Oceania,,1843,40692
Oceania,,1844,36374
Oceania,,1845,35125
Oceania,,1846,61308
Oceania,,1847,64088
Oceania,,1848,71507
Oceania,,1849,76336
Oceania,,1850,112052
Oceania,,1851,106379
Oceania,,1852,106055
Oceania,,1853,152321
Oceania,,1854,183526
Oceania,,1855,215678
Oceania,,1856,298886
Oceania,,1857,331100
Oceania,,1858,340483
Oceania,,1859,484948
Oceania,,1860,599769
Oceania,,1861,560575
Oceania,,1862,787635
Oceania,,1863,720450
Oceania,,1864,903160
Oceania,,1865,973508
Oceania,,1866,1280060
Oceania,,1867,1239852
Oceania,,1868,1532259
Oceania,,1869,1464684
Oceania,,1870,1402391
Oceania,,1871,1440910
Oceania,,1872,1636610
Oceania,,1873,1930549
Oceania,,1874,2125629
Oceania,,1875,2142736
Oceania,,1876,2158161
Oceania,,1877,2372097
Oceania,,1878,2917052
Oceania,,1879,3083507
Oceania,,1880,3073339
Oceania,,1881,3641577
Oceania,,1882,4277829
Oceania,,1883,5073743
Oceania,,1884,5590824
Oceania,,1885,5999834
Oceania,,1886,6009109
Oceania,,1887,6261250
Oceania,,1888,6972248
Oceania,,1889,7562008
Oceania,,1890,6872483
Oceania,,1891,8375925
Oceania,,1892,7961785
Oceania,,1893,7315646
Oceania,,1894,8130214
Oceania,,1895,8373957
Oceania,,1896,8936921
Oceania,,1897,9782685
Oceania,,1898,10536444
Oceania,,1899,10873019
Oceania,,1900,12607824
Oceania,,1901,14179680
Oceania,,1902,14436160
Oceania,,1903,14393768
Oceania,,1904,14977158
Oceania,,1905,15591857
Oceania,,1906,18219918
Oceania,,1907,19572344
Oceania,,1908,20943384
Oceania,,1909,18845024
Oceania,,1910,22609452
Oceania,,1911,24136106
Oceania,,1912,26073290
Oceania,,1913,27014900
Oceania,,1914,30004424
Oceania,,1915,27201164
Oceania,,1916,24891626
Oceania,,1917,25951116
Oceania,,1918,27907988
Oceania,,1919,26314662
Oceania,,1920,29863852
Oceania,,1921,27284434
Oceania,,1922,28483052
Oceania,,1923,29520592
Oceania,,1924,32180746
Oceania,,1925,33720956
Oceania,,1926,33859450
Oceania,,1927,35764830
Oceania,,1928,33733316
Oceania,,1929,31800364
Oceania,,1930,30764512
Oceania,,1931,26789996
Oceania,,1932,26589732
Oceania,,1933,28327570
Oceania,,1934,30191492
Oceania,,1935,33108736
Oceania,,1936,35690024
Oceania,,1937,38137220
Oceania,,1938,37942420
Oceania,,1939,42445464
Oceania,,1940,40105132
Oceania,,1941,44335188
Oceania,,1942,47122844
Oceania,,1943,46564212
Oceania,,1944,46496400
Oceania,,1945,44779228
Oceania,,1946,48271880
Oceania,,1947,50227836
Oceania,,1948,52515016
Oceania,,1949,53672830
Oceania,,1950,64713932
Oceania,,1951,69779190
Oceania,,1952,72499576
Oceania,,1953,72268020
Oceania,,1954,77804776
Oceania,,1955,82445600
Oceania,,1956,86729070
Oceania,,1957,87260540
Oceania,,1958,89274136
Oceania,,1959,94416940
Oceania,,1960,100298744
Oceania,,1961,100182616
Oceania,,1962,103294030
Oceania,,1963,109549700
Oceania,,1964,118717740
Oceania,,1965,129477440
Oceania,,1966,132279140
Oceania,,1967,138611220
Oceania,,1968,145432300
Oceania,,1969,153718830
Oceania,,1970,166214060
Oceania,,1971,170642140
Oceania,,1972,174019410
Oceania,,1973,193619740
Oceania,,1974,190731230
Oceania,,1975,196819650
Oceania,,1976,194205660
Oceania,,1977,207571890
Oceania,,1978,213846820
Oceania,,1979,213960100
Oceania,,1980,227388100
Oceania,,1981,235791570
Oceania,,1982,241295580
Oceania,,1983,230603340
Oceania,,1984,241779620
Oceania,,1985,251881950
Oceania,,1986,252363400
Oceania,,1987,264348260
Oceania,,1988,271776800
Oceania,,1989,287940100
Oceania,,1990,309502850
Oceania,,1991,311629250
Oceania,,1992,318665250
Oceania,,1993,322921300
Oceania,,1994,328049120
Oceania,,1995,339533630
Oceania,,1996,348048860
Oceania,,1997,358511400
Oceania,,1998,371805380
Oceania,,1999,382569180
Oceania,,2000,390087700
Oceania,,2001,400402500
Oceania,,2002,406002100
Oceania,,2003,415572540
Oceania,,2004,429314880
Oceania,,2005,434618750
Oceania,,2006,440847580
Oceania,,2007,448951040
Oceania,,2008,453164500
Oceania,,2009,453392670
Oceania,,2010,452128000
Oceania,,2011,450865600
Oceania,,2012,454608350
Oceania,,2013,447430400
Oceania,,2014,443793100
Oceania,,2015,452367230
Oceania,,2016,460575840
Oceania,,2017,465370300
Oceania,,2018,468454430
Oceania,,2019,470116400
Oceania,,2020,447291680
Oceania,,2021,437097300
Oceania,,2022,441077630
Russia,RUS,1830,11198
Russia,RUS,1831,13438
Russia,RUS,1832,8958
Russia,RUS,1833,11198
Russia,RUS,1850,69427
Russia,RUS,1855,210522
Russia,RUS,1858,295626
Russia,RUS,1859,313543
Russia,RUS,1860,414325
Russia,RUS,1861,526305
Russia,RUS,1862,474794
Russia,RUS,1863,497190
Russia,RUS,1864,557659
Russia,RUS,1865,533023
Russia,RUS,1866,1684174
Russia,RUS,1867,1932769
Russia,RUS,1868,1608028
Russia,RUS,1869,2181364
Russia,RUS,1870,2367251
Russia,RUS,1871,3195900
Russia,RUS,1872,3281005
Russia,RUS,1873,3079441
Russia,RUS,1874,3737882
Russia,RUS,1875,4302259
Russia,RUS,1876,5341431
Russia,RUS,1877,5451171
Russia,RUS,1878,7124148
Russia,RUS,1879,7310034
Russia,RUS,1880,8575404
Russia,RUS,1881,9032281
Russia,RUS,1882,9513794
Russia,RUS,1883,10828435
Russia,RUS,1884,10994165
Russia,RUS,1885,11975107
Russia,RUS,1886,12281932
Russia,RUS,1887,12996362
Russia,RUS,1888,13556261
Russia,RUS,1889,14640224
Russia,RUS,1890,16579712
Russia,RUS,1891,18254928
Russia,RUS,1892,19323214
Russia,RUS,1893,22649012
Russia,RUS,1894,23067816
Russia,RUS,1895,26505590
Russia,RUS,1896,26982624
Russia,RUS,1897,31197540
Russia,RUS,1898,34989172
Russia,RUS,1899,40590396
Russia,RUS,1900,45981100
Russia,RUS,1901,47206156
Russia,RUS,1902,45593650
Russia,RUS,1903,44599268
Russia,RUS,1904,49620436
Russia,RUS,1905,44292444
Russia,RUS,1906,50520756
Russia,RUS,1907,56587816
Russia,RUS,1908,56934950
Russia,RUS,1909,60101736
Russia,RUS,1910,58941628
Russia,RUS,1911,61109556
Russia,RUS,1912,69223600
Russia,RUS,1913,75198840
Russia,RUS,1914,67868650
Russia,RUS,1915,62294296
Russia,RUS,1916,66394996
Russia,RUS,1917,61105076
Russia,RUS,1918,24369018
Russia,RUS,1919,20814784
Russia,RUS,1920,18980556
Russia,RUS,1921,20584106
Russia,RUS,1922,25103606
Russia,RUS,1923,27730650
Russia,RUS,1924,33038486
Russia,RUS,1925,32608482
Russia,RUS,1926,47246468
Russia,RUS,1927,58740064
Russia,RUS,1928,65255584
Russia,RUS,1929,70275020
Russia,RUS,1930,95533810
Russia,RUS,1931,114771160
Russia,RUS,1932,129313620
Russia,RUS,1933,144521200
Russia,RUS,1934,174815940
Russia,RUS,1935,197881650
Russia,RUS,1936,226908880
Russia,RUS,1937,232023950
Russia,RUS,1938,244890110
Russia,RUS,1939,247893520
Russia,RUS,1940,297191400
Russia,RUS,1941,261090340
Russia,RUS,1942,141943200
Russia,RUS,1943,148140160
Russia,RUS,1944,214830780
Russia,RUS,1945,227441570
Russia,RUS,1946,255603820
Russia,RUS,1947,307787740
Russia,RUS,1948,327516000
Russia,RUS,1949,372302850
Russia,RUS,1950,414992030
Russia,RUS,1951,449757700
Russia,RUS,1952,481620900
Russia,RUS,1953,509528000
Russia,RUS,1954,556482400
Russia,RUS,1955,630996740
Russia,RUS,1956,691826800
Russia,RUS,1957,757074940
Russia,RUS,1958,808090300
Russia,RUS,1959,849598100
Russia,RUS,1960,884554900
Russia,RUS,1961,912221630
Russia,RUS,1962,957430140
Russia,RUS,1963,1026803000
Russia,RUS,1964,1092031900
Russia,RUS,1965,1158446200
Russia,RUS,1966,1223377300
Russia,RUS,1967,1279226000
Russia,RUS,1968,1315176200
Russia,RUS,1969,1369669600
Russia,RUS,1970,1440532200
Russia,RUS,1971,1528699000
Russia,RUS,1972,1608385500
Russia,RUS,1973,1676311800
Russia,RUS,1974,1740144300
Russia,RUS,1975,1829144000
Russia,RUS,1976,1899591300
Russia,RUS,1977,1964203600
Russia,RUS,1978,2031659800
Russia,RUS,1979,2048510000
Russia,RUS,1980,2129110400
Russia,RUS,1981,2088570500
Russia,RUS,1982,2127946800
Russia,RUS,1983,2158129000
Russia,RUS,1984,2177292800
Russia,RUS,1985,2348141300
Russia,RUS,1986,2348726800
Russia,RUS,1987,2358149600
Russia,RUS,1988,2436094000
Russia,RUS,1989,2404973800
Russia,RUS,1990,2536247800
Russia,RUS,1991,2406755600
Russia,RUS,1992,1966504700
Russia,RUS,1993,1866729100
Russia,RUS,1994,1647664500
Russia,RUS,1995,1619727200
Russia,RUS,1996,1586822100
Russia,RUS,1997,1482244500
Russia,RUS,1998,1465253400
Russia,RUS,1999,1494178800
Russia,RUS,2000,1479142400
Russia,RUS,2001,1515647100
Russia,RUS,2002,1506788000
Russia,RUS,2003,1537018400
Russia,RUS,2004,1543957000
Russia,RUS,2005,1562576900
Russia,RUS,2006,1623002000
Russia,RUS,2007,1623781200
Russia,RUS,2008,1652064500
Russia,RUS,2009,1545034400
Russia,RUS,2010,1632783200
Russia,RUS,2011,1685909500
Russia,RUS,2012,1701268400
Russia,RUS,2013,1640437400
Russia,RUS,2014,1639959200
Russia,RUS,2015,1638675300
Russia,RUS,2016,1634885000
Russia,RUS,2017,1666121200
Russia,RUS,2018,1712494300
Russia,RUS,2019,1705030900
Russia,RUS,2020,1632929300
Russia,RUS,2021,1711993300
Russia,RUS,2022,1652177300
South America,,1884,3664
South America,,1885,3664
South America,,1886,7328
South America,,1887,1091872
South America,,1888,897680
South America,,1889,1762384
South America,,1890,1381328
South America,,1891,985616
South America,,1892,1450944
South America,,1893,1601168
South America,,1894,2033520
South America,,1895,2828608
South America,,1896,2879904
South America,,1897,2758992
South America,,1898,3176688
South America,,1899,3715296
South America,,1900,3165696
South America,,1901,6401008
South America,,1902,7379296
South America,,1903,7676080
South America,,1904,8665360
South America,,1905,9211296
South America,,1906,12329360
South America,,1907,12684768
South America,,1908,14886832
South America,,1909,13406576
South America,,1910,17246448
South America,,1911,19162720
South America,,1912,19990784
South America,,1913,21122960
South America,,1914,17195152
South America,,1915,15088352
South America,,1916,13619088
South America,,1917,10867424
South America,,1918,10999328
South America,,1919,12900944
South America,,1920,14641344
South America,,1921,14428832
South America,,1922,17162176
South America,,1923,19759952
South America,,1924,24332624
South America,,1925,26384464
South America,,1926,27381072
South America,,1927,30081440
South America,,1928,31427830
South America,,1929,34424330
South America,,1930,29122492
South America,,1931,25545738
South America,,1932,28960146
South America,,1933,32898528
South America,,1934,37257450
South America,,1935,41081412
South America,,1936,39596510
South America,,1937,50161732
South America,,1938,46272796
South America,,1939,47060380
South America,,1940,50716700
South America,,1941,50752570
South America,,1942,48166196
South America,,1943,48569504
South America,,1944,53866372
South America,,1945,54137150
South America,,1946,118776020
South America,,1947,62107070
South America,,1948,69504090
South America,,1949,70824630
South America,,1950,112569750
South America,,1951,131276180
South America,,1952,141463470
South America,,1953,140631970
South America,,1954,151041460
South America,,1955,170065740
South America,,1956,184167710
South America,,1957,192903300
South America,,1958,178736500
South America,,1959,196974220
South America,,1960,199140540
South America,,1961,201756400
South America,,1962,215629970
South America,,1963,219379200
South America,,1964,230147580
South America,,1965,240092670
South America,,1966,251989390
South America,,1967,267328100
South America,,1968,287605000
South America,,1969,311235260
South America,,1970,337826140
South America,,1971,346539170
South America,,1972,362556700
South America,,1973,392667400
South America,,1974,416530270
South America,,1975,411657630
South America,,1976,419328960
South America,,1977,434808350
South America,,1978,462110140
South America,,1979,494336160
South America,,1980,508353860
South America,,1981,489719070
South America,,1982,490869630
South America,,1983,485836380
South America,,1984,491463070
South America,,1985,501802700
South America,,1986,529758620
South America,,1987,557251900
South America,,1988,580149570
South America,,1989,579468740
South America,,1990,599200260
South America,,1991,606668860
South America,,1992,618657300
South America,,1993,653444400
South America,,1994,656305860
South America,,1995,689413000
South America,,1996,719730100
South America,,1997,766787600
South America,,1998,826148800
South America,,1999,812354050
South America,,2000,811730050
South America,,2001,791288060
South America,,2002,819469060
South America,,2003,820048260
South America,,2004,856521860
South America,,2005,881097860
South America,,2006,909007400
South America,,2007,943791740
South America,,2008,987600000
South America,,2009,961180500
South America,,2010,1072131140
South America,,2011,1088917200
South America,,2012,1143867000
South America,,2013,1208389400
South America,,2014,1228455700
South America,,2015,1193402900
South America,,2016,1151329200
South America,,2017,1133713200
South America,,2018,1067226100
South America,,2019,1067116200
South America,,2020,961400300
South America,,2021,1085906400
South America,,2022,1085392400
United States,USA,1800,252815.98
United States,USA,1801,267472
United States,USA,1802,289456
United States,USA,1803,296784
United States,USA,1804,333424
United States,USA,1805,340752
United States,USA,1806,333424
United States,USA,1807,377392
United States,USA,1808,392048
United States,USA,1809,403040
United States,USA,1810,417696
United States,USA,1811,447008
United States,USA,1812,483648
United States,USA,1813,520288
United States,USA,1814,560592
United States,USA,1815,600896
United States,USA,1816,663184
United States,USA,1817,718144
United States,USA,1818,780432
United States,USA,1819,762112
United States,USA,1820,791424
United States,USA,1821,828064
United States,USA,1822,864704
United States,USA,1823,901344
United States,USA,1824,1014928
United States,USA,1825,1135840
United States,USA,1826,1315376
United States,USA,1827,1447280
United States,USA,1828,1593840
United States,USA,1829,1795360
United States,USA,1830,2088480
United States,USA,1831,2264352
United States,USA,1832,3022800
United States,USA,1833,3528432
United States,USA,1834,3381872
United States,USA,1835,4316192
United States,USA,1836,4730224
United States,USA,1837,5305472
United States,USA,1838,5030672
United States,USA,1839,5517984
United States,USA,1840,5873392
United States,USA,1841,6214144
United States,USA,1842,6917632
United States,USA,1843,7764016
United States,USA,1844,9306560
United States,USA,1845,11204512
United States,USA,1846,12710416
United States,USA,1847,15070032
United States,USA,1848,16784784
United States,USA,1849,18221072
United States,USA,1850,19792928
United States,USA,1851,24633072
United States,USA,1852,26791168
United States,USA,1853,30162048
United States,USA,1854,33159198
United States,USA,1855,38160560
United States,USA,1856,40036530
United States,USA,1857,41055120
United States,USA,1858,41648690
United States,USA,1859,45320016
United States,USA,1860,47437810
United States,USA,1861,45679090
United States,USA,1862,47448800
United States,USA,1863,54809776
United States,USA,1864,58656976
United States,USA,1865,58821856
United States,USA,1866,59232224
United States,USA,1867,72865970
United States,USA,1868,82352060
United States,USA,1869,93695810
United States,USA,1870,98620220
United States,USA,1871,103020690
United States,USA,1872,126305410
United States,USA,1873,139506800
United States,USA,1874,134296590
United States,USA,1875,135747540
United States,USA,1876,132820010
United States,USA,1877,147175550
United States,USA,1878,143903600
United States,USA,1879,175468960
United States,USA,1880,198684240
United States,USA,1881,210192900
United States,USA,1882,235393950
United States,USA,1883,253882580
United States,USA,1884,267589570
United States,USA,1885,272162270
United States,USA,1886,287463170
United States,USA,1887,307380830
United States,USA,1888,373875100
United States,USA,1889,335542400
United States,USA,1890,401747300
United States,USA,1891,427424580
United States,USA,1892,450449200
United States,USA,1893,454094850
United States,USA,1894,425050370
United States,USA,1895,479948100
United States,USA,1896,480882460
United States,USA,1897,500287140
United States,USA,1898,545321500
United States,USA,1899,625534000
United States,USA,1900,662738400
United States,USA,1901,721527550
United States,USA,1902,764495740
United States,USA,1903,894406900
United States,USA,1904,882057540
United States,USA,1905,986482400
United States,USA,1906,1035471170
United States,USA,1907,1203861500
United States,USA,1908,1052812860
United States,USA,1909,1165706200
United States,USA,1910,1271582100
United States,USA,1911,1258666600
United States,USA,1912,1343565600
United States,USA,1913,1442542100
United States,USA,1914,1317980300
United States,USA,1915,1367697000
United States,USA,1916,1518980700
United States,USA,1917,1670970600
United States,USA,1918,1747718100
United States,USA,1919,1479158800
United States,USA,1920,1738245800
United States,USA,1921,1423668600
United States,USA,1922,1435758300
United States,USA,1923,1896735900
United States,USA,1924,1698320300
United States,USA,1925,1758185500
United States,USA,1926,1906048500
United States,USA,1927,1862839200
United States,USA,1928,1830965000
United States,USA,1929,1963506200
United States,USA,1930,1744916200
United States,USA,1931,1484959100
United States,USA,1932,1257814100
United States,USA,1933,1348876800
United States,USA,1934,1436238600
United States,USA,1935,1492320900
United States,USA,1936,1713411700
United States,USA,1937,1792609900
United States,USA,1938,1515749900
United States,USA,1939,1670920400
United States,USA,1940,1874985100
United States,USA,1941,2043585000
United States,USA,1942,2198264800
United States,USA,1943,2272059100
United States,USA,1944,2444903700
United States,USA,1945,2359551500
United States,USA,1946,2257493800
United States,USA,1947,2485854500
United States,USA,1948,2582558700
United States,USA,1949,2164862200
United States,USA,1950,2541485300
United States,USA,1951,2618711600
United States,USA,1952,2551219500
United States,USA,1953,2612971300
United States,USA,1954,2489462300
United States,USA,1955,2728512000
United States,USA,1956,2859995000
United States,USA,1957,2835772200
United States,USA,1958,2747107600
United States,USA,1959,2831923200
United States,USA,1960,2897315000
United States,USA,1961,2886872800
United States,USA,1962,2993902000
United States,USA,1963,3126487600
United States,USA,1964,3264313600
United States,USA,1965,3399547000
United States,USA,1966,3571421400
United States,USA,1967,3705461000
United States,USA,1968,3840919600
United States,USA,1969,4035145200
United States,USA,1970,4339686000
United States,USA,1971,4365465000
United States,USA,1972,4573015000
United States,USA,1973,4785103000
United States,USA,1974,4621099500
United States,USA,1975,4478275000
United States,USA,1976,4747817500
United States,USA,1977,4889665500
United States,USA,1978,4941423000
United States,USA,1979,5008641500
United States,USA,1980,4808556000
United States,USA,1981,4686420500
United States,USA,1982,4447298000
United States,USA,1983,4429423000
United States,USA,1984,4662174000
United States,USA,1985,4652632600
United States,USA,1986,4663429600
United States,USA,1987,4825711600
United States,USA,1988,5050543600
United States,USA,1989,5132206000
United States,USA,1990,5120957000
United States,USA,1991,5062956500
United States,USA,1992,5174227500
United States,USA,1993,5272850400
United States,USA,1994,5364279300
United States,USA,1995,5425259500
United States,USA,1996,5612983000
United States,USA,1997,5688142300
United States,USA,1998,5733281000
United States,USA,1999,5803918000
United States,USA,2000,6010135600
United States,USA,2001,5907739600
United States,USA,2002,5946308000
United States,USA,2003,6010145300
United States,USA,2004,6112655000
United States,USA,2005,6132183000
United States,USA,2006,6052686000
United States,USA,2007,6130123000
United States,USA,2008,5915118600
United States,USA,2009,5480725500
United States,USA,2010,5679715300
United States,USA,2011,5546116000
United States,USA,2012,5344086000
United States,USA,2013,5480156700
United States,USA,2014,5528681000
United States,USA,2015,5376473000
United States,USA,2016,5252932000
United States,USA,2017,5212162000
United States,USA,2018,5377797000
United States,USA,2019,5262145000
United States,USA,2020,4714628000
United States,USA,2021,5032213000
United States,USA,2022,5057303600
World,OWID_WRL,1750,9305937
World,OWID_WRL,1751,9407229
World,OWID_WRL,1752,9505168
World,OWID_WRL,1753,9610490
World,OWID_WRL,1754,9733580
World,OWID_WRL,1755,9793468
World,OWID_WRL,1756,9909914
World,OWID_WRL,1757,10093936
World,OWID_WRL,1758,10216358
World,OWID_WRL,1759,10338854
World,OWID_WRL,1760,10514331
World,OWID_WRL,1761,10747885
World,OWID_WRL,1762,10952198
World,OWID_WRL,1763,11191592
World,OWID_WRL,1764,11396982
World,OWID_WRL,1765,11643486
World,OWID_WRL,1766,11876080
World,OWID_WRL,1767,12152509
World,OWID_WRL,1768,12466936
World,OWID_WRL,1769,12780074
World,OWID_WRL,1770,13097216
World,OWID_WRL,1771,13369488
World,OWID_WRL,1772,13623507
World,OWID_WRL,1773,13808138
World,OWID_WRL,1774,14012415
World,OWID_WRL,1775,14338920
World,OWID_WRL,1776,14654124
World,OWID_WRL,1777,14959537
World,OWID_WRL,1778,15243483
World,OWID_WRL,1779,15535235
World,OWID_WRL,1780,15878726
World,OWID_WRL,1781,16234383
World,OWID_WRL,1782,16580954
World,OWID_WRL,1783,17062752
World,OWID_WRL,1784,17471092
World,OWID_WRL,1785,17965128
World,OWID_WRL,1786,18447496
World,OWID_WRL,1787,18859130
World,OWID_WRL,1788,19286228
World,OWID_WRL,1789,19863424
World,OWID_WRL,1790,20398094
World,OWID_WRL,1791,20931750
World,OWID_WRL,1792,21929214
World,OWID_WRL,1793,22297260
World,OWID_WRL,1794,22519656
World,OWID_WRL,1795,22315246
World,OWID_WRL,1796,22121374
World,OWID_WRL,1797,22090078
World,OWID_WRL,1798,23105928
World,OWID_WRL,1799,27485206
World,OWID_WRL,1800,32798352
World,OWID_WRL,1801,31986050
World,OWID_WRL,1802,40310476
World,OWID_WRL,1803,29538506
World,OWID_WRL,1804,31769176
World,OWID_WRL,1805,31251818
World,OWID_WRL,1806,32704620
World,OWID_WRL,1807,36200652
World,OWID_WRL,1808,35497788
World,OWID_WRL,1809,36333812
World,OWID_WRL,1810,39492310
World,OWID_WRL,1811,40176680
World,OWID_WRL,1812,40814520
World,OWID_WRL,1813,41206140
World,OWID_WRL,1814,42226650
World,OWID_WRL,1815,43587264
World,OWID_WRL,1816,45496580
World,OWID_WRL,1817,49275920
World,OWID_WRL,1818,51392010
World,OWID_WRL,1819,50930170
World,OWID_WRL,1820,50733076
World,OWID_WRL,1821,52059348
World,OWID_WRL,1822,54021710
World,OWID_WRL,1823,56357760
World,OWID_WRL,1824,57583636
World,OWID_WRL,1825,60730864
World,OWID_WRL,1826,61382130
World,OWID_WRL,1827,65738572
World,OWID_WRL,1828,66681790
World,OWID_WRL,1829,66307412
World,OWID_WRL,1830,88988260
World,OWID_WRL,1831,83250616
World,OWID_WRL,1832,82091560
World,OWID_WRL,1833,83248700
World,OWID_WRL,1834,88763100
World,OWID_WRL,1835,97399600
World,OWID_WRL,1836,106894500
World,OWID_WRL,1837,106199420
World,OWID_WRL,1838,105845260
World,OWID_WRL,1839,109653030
World,OWID_WRL,1840,118808510
World,OWID_WRL,1841,122165550
World,OWID_WRL,1842,129388790
World,OWID_WRL,1843,132369384
World,OWID_WRL,1844,141942270
World,OWID_WRL,1845,155037360
World,OWID_WRL,1846,157656130
World,OWID_WRL,1847,170740910
World,OWID_WRL,1848,173579870
World,OWID_WRL,1849,184931980
World,OWID_WRL,1850,196751970
World,OWID_WRL,1851,198668110
World,OWID_WRL,1852,207414200
World,OWID_WRL,1853,217120430
World,OWID_WRL,1854,255033170
World,OWID_WRL,1855,260104400
World,OWID_WRL,1856,277296450
World,OWID_WRL,1857,279932000
World,OWID_WRL,1858,284225150
World,OWID_WRL,1859,301481250
World,OWID_WRL,1860,330962600
World,OWID_WRL,1861,347785820
World,OWID_WRL,1862,354488900
World,OWID_WRL,1863,378180160
World,OWID_WRL,1864,407725980
World,OWID_WRL,1865,432859140
World,OWID_WRL,1866,446553600
World,OWID_WRL,1867,478160740
World,OWID_WRL,1868,491551940
World,OWID_WRL,1869,521954200
World,OWID_WRL,1870,533338270
World,OWID_WRL,1871,566891300
World,OWID_WRL,1872,627301250
World,OWID_WRL,1873,666481200
World,OWID_WRL,1874,624232500
World,OWID_WRL,1875,677113860
World,OWID_WRL,1876,686780200
World,OWID_WRL,1877,700404400
World,OWID_WRL,1878,705973570
World,OWID_WRL,1879,755990460
World,OWID_WRL,1880,853916350
World,OWID_WRL,1881,883544060
World,OWID_WRL,1882,933360100
World,OWID_WRL,1883,992753600
World,OWID_WRL,1884,1004134100
World,OWID_WRL,1885,1011637100
World,OWID_WRL,1886,1027417500
World,OWID_WRL,1887,1078746900
World,OWID_WRL,1888,1194352600
World,OWID_WRL,1889,1194624000
World,OWID_WRL,1890,1300362400
World,OWID_WRL,1891,1361750100
World,OWID_WRL,1892,1372396500
World,OWID_WRL,1893,1355477200
World,OWID_WRL,1894,1403019100
World,OWID_WRL,1895,1487432300
World,OWID_WRL,1896,1536365600
World,OWID_WRL,1897,1609231600
World,OWID_WRL,1898,1697166300
World,OWID_WRL,1899,1853709200
World,OWID_WRL,1900,1952209500
World,OWID_WRL,1901,2016744400
World,OWID_WRL,1902,2067683800
World,OWID_WRL,1903,2254100200
World,OWID_WRL,1904,2279747300
World,OWID_WRL,1905,2427318300
World,OWID_WRL,1906,2534733000
World,OWID_WRL,1907,2888318000
World,OWID_WRL,1908,2776440800
World,OWID_WRL,1909,2890495000
World,OWID_WRL,1910,3034089700
World,OWID_WRL,1911,3079502000
World,OWID_WRL,1912,3235963600
World,OWID_WRL,1913,3506275800
World,OWID_WRL,1914,3180355600
World,OWID_WRL,1915,3134854000
World,OWID_WRL,1916,3385858300
World,OWID_WRL,1917,3540426800
World,OWID_WRL,1918,3493264100
World,OWID_WRL,1919,3029006600
World,OWID_WRL,1920,3521427500
World,OWID_WRL,1921,3090096600
World,OWID_WRL,1922,3240313900
World,OWID_WRL,1923,3676233200
World,OWID_WRL,1924,3687220200
World,OWID_WRL,1925,3727033600
World,OWID_WRL,1926,3661030400
World,OWID_WRL,1927,3996128800
World,OWID_WRL,1928,3978763300
World,OWID_WRL,1929,4270907600
World,OWID_WRL,1930,3938598400
World,OWID_WRL,1931,3519903200
World,OWID_WRL,1932,3173476400
World,OWID_WRL,1933,3341518300
World,OWID_WRL,1934,3634241800
World,OWID_WRL,1935,3814798300
World,OWID_WRL,1936,4185513700
World,OWID_WRL,1937,4474233000
World,OWID_WRL,1938,4206901000
World,OWID_WRL,1939,4451247000
World,OWID_WRL,1940,4861346000
World,OWID_WRL,1941,4970814500
World,OWID_WRL,1942,4959586000
World,OWID_WRL,1943,5041694000
World,OWID_WRL,1944,5117908500
World,OWID_WRL,1945,4257136000
World,OWID_WRL,1946,4646123500
World,OWID_WRL,1947,5145782000
World,OWID_WRL,1948,5424953000
World,OWID_WRL,1949,5181006000
World,OWID_WRL,1950,5929342000
World,OWID_WRL,1951,6381405700
World,OWID_WRL,1952,6467437000
World,OWID_WRL,1953,6650861600
World,OWID_WRL,1954,6789497300
World,OWID_WRL,1955,7443861000
World,OWID_WRL,1956,7925980700
World,OWID_WRL,1957,8185614000
World,OWID_WRL,1958,8417160000
World,OWID_WRL,1959,8854662000
World,OWID_WRL,1960,9386421000
World,OWID_WRL,1961,9414383000
World,OWID_WRL,1962,9746556000
World,OWID_WRL,1963,10266046000
World,OWID_WRL,1964,10823619000
World,OWID_WRL,1965,11309690000
World,OWID_WRL,1966,11861708000
World,OWID_WRL,1967,12236328000
World,OWID_WRL,1968,12904336000
World,OWID_WRL,1969,13760840000
World,OWID_WRL,1970,14898157000
World,OWID_WRL,1971,15502787000
World,OWID_WRL,1972,16223440000
World,OWID_WRL,1973,17083500000
World,OWID_WRL,1974,17009382000
World,OWID_WRL,1975,17049979000
World,OWID_WRL,1976,17985243000
World,OWID_WRL,1977,18494652000
