Engine Size,Age of Vehicle,Speed,Acceleration,CO2Emissions
5.453102222,21,45.02896883,4.843293987,314.7415068
3.90907989,24,46.3032976,4.570320723,74.34376221
5.593746022,28,23.39513952,2.756758126,421.15089
1.260161011,16,61.46676689,2.224759655,350.0628654
1.819110885,26,52.66260338,0.01517213951,363.4815927
1.035181902,1,32.49543556,3.554972659,392.7732919
2.49171772,12,19.26481039,2.82477252,273.0390611
2.821121906,0,37.34866424,4.687720727,184.5040578
2.211014965,25,61.04199932,2.971160626,403.5488173
5.109435048,27,6.999992674,4.964280469,399.8162755
2.655117299,18,18.44928343,4.269096359,110.7244599
2.26085945,10,113.718872,4.767989679,456.2430461
3.622019632,4,65.14264212,1.638313856,149.5458143
1.53280597,0,7.613916439,0.7466799738,187.9067029
4.9714243,19,83.17053105,3.984360569,147.1623632
1.187663347,29,7.416344409,3.930985515,484.5187449
5.93181207,12,88.66490725,1.057244697,184.7576255
4.8156728,7,89.99552661,3.823723271,487.1311646
1.833321544,5,78.12947709,2.90986679,337.0724264
0.828715009,28,87.86454535,0.5476257245,129.4540898
5.040399428,16,10.55589372,2.508917988,299.2292248
4.475658188,11,87.21366628,4.655690004,447.0189403
4.590837274,0,16.40259837,2.532287727,302.7536539
4.810605803,2,40.74070887,3.943494948,109.667975
1.185032189,13,113.1294304,0.1445499332,179.1208229
2.664021788,25,60.34505732,3.640407064,151.1633233
1.40251911,7,116.0911718,4.734186931,106.6350223
5.288137815,10,10.67069507,2.497638924,197.2788788
4.04115026,26,57.30679195,1.688549565,347.4782413
2.520669729,13,7.488278433,3.233252524,222.1294268
1.130503421,7,75.62523149,4.581306075,249.7107807
2.417108073,28,9.444840164,0.8838482527,194.2968491
2.490953275,2,21.0441363,2.01847105,497.5123167
4.593952127,6,31.05963721,0.7814514049,313.7889702
4.115298851,27,89.8492622,2.483271161,425.2470862
5.413506261,18,19.67545426,2.702110065,248.5980536
3.255517611,3,101.5958464,4.721018074,125.8867983
1.421890079,24,15.82847266,2.062575769,431.0634422
4.508872894,15,4.229333888,2.834783068,393.5455341
4.756082253,12,47.40545028,4.42631287,198.4140398
3.718641427,19,117.532997,1.607025001,322.8879204
4.809029336,18,13.24106733,3.370819345,92.06064211
3.367737101,4,12.20621328,3.785809244,61.84508553
3.518210713,22,90.1399813,1.652641173,417.0916439
3.023213295,4,37.45940328,0.8217059277,473.8675731
0.9321794591,19,86.07379407,2.51454771,204.8268574
1.36103542,23,24.00127073,1.784008651,318.9079161
0.9634317656,3,55.2086393,1.332312159,372.7811011
4.109334139,1,31.83478533,4.867106553,385.7191437
2.434651102,25,54.18338579,2.510765094,266.4820552
3.444567594,12,92.29165111,4.282388469,325.977004
5.519345664,29,91.44119286,0.9765870527,345.6737278
2.096319592,15,61.89267452,4.697213824,96.46488482
2.9339912,21,111.4046212,3.972157173,340.2997754
4.72886592,1,31.65409229,4.043460781,279.8859542
1.989750461,18,28.83736213,1.948824376,220.3247882
1.200295531,16,73.65676814,2.428184965,167.7812897
2.306707555,4,74.55564411,2.966771629,337.0637556
1.638350694,24,5.584804748,3.948827681,125.0415154
5.634427792,17,72.93332549,4.24528376,414.8758612
5.002225974,27,44.93233888,0.3902265468,127.3088173
4.093699534,22,89.69310304,4.520311938,397.2277835
5.331595069,20,96.97267975,4.687483263,417.8377237
4.9790948,17,66.25845835,2.964437022,472.8443558
1.770164306,7,0.2046037803,0.9337530663,258.4809894
5.441306792,26,76.36389722,4.092074164,78.65917246
3.604579658,14,89.86575356,2.742938073,354.9569097
4.998688807,12,29.87799195,4.085982269,177.1801202
5.45967476,12,55.75752014,4.074040633,91.72695294
2.45361807,15,115.8871948,0.4336465784,435.094674
1.372270008,21,35.77386641,3.035107142,112.8818181
1.985262845,19,26.77839013,2.415721496,277.8670573
3.020960501,12,25.30257486,4.73059735,404.8302063
5.053676783,19,67.05610012,1.48320646,139.5922618
5.275799033,1,113.9744522,1.030000531,453.4859486
0.8361510788,2,73.0428155,4.48543428,199.2142762
3.455885973,14,36.39877443,0.7435778445,228.3878595
2.970537216,22,76.62837337,3.432597294,109.1720604
1.954960614,18,74.98107571,1.500099069,340.0069242
1.42329991,12,71.63101629,2.839228777,272.8922804
2.555598891,4,19.13114483,3.081097164,488.3721886
5.70313046,25,76.14801592,2.08684641,364.2484172
2.480655247,21,51.6197343,4.874824901,391.5463449
3.497711233,5,2.231047035,0.6591658404,139.5880518
4.455698586,13,64.77173846,1.956995445,370.7471524
2.690873932,3,118.7120094,2.151976634,300.8275257
5.85326683,21,41.9687509,3.155234745,231.7247638
5.804725934,18,115.8671062,2.036298791,402.196744
2.109267938,22,11.544689,0.4851800569,490.3463189
3.385692231,6,87.8940139,4.737149991,92.6517151
2.364567211,3,13.71959936,2.080395408,405.0002635
2.281170571,1,32.82858883,1.713368636,463.7657842
0.9918121262,26,68.50090024,2.233610621,191.8336584
3.969734537,6,71.13356328,1.082978411,213.3599584
3.413930921,2,93.02535807,0.5011084233,407.6474686
1.067689506,14,73.83736887,0.7428923955,479.139068
2.248961614,0,71.23376453,0.833274135,472.5143083
5.522982607,1,109.4823704,0.9883671911,75.03190254
2.045721831,9,54.25929027,2.099801061,442.142697
1.553453335,15,27.03189344,3.119496345,313.904077
3.345154353,24,19.4146302,3.14443919,239.5069588
5.925382361,27,47.99935162,0.0004878478096,430.4903522
2.058687412,14,85.53033062,4.604788334,410.1951459
4.295104847,23,5.105218192,4.114235903,279.2068802
4.760422,14,15.48640638,4.819690197,234.8242072
2.035715229,13,12.73361521,1.799931724,262.6129627
4.586725013,21,70.23001837,3.323996383,193.2605807
2.71247229,13,29.14375806,0.8401037463,356.2342497
4.087990319,5,19.9511314,4.085165136,451.415102
4.094354496,13,71.13248637,0.8068386148,162.7250174
3.586028357,16,91.35718985,1.629928504,421.4785178
1.269506804,17,39.85858997,2.45417428,212.3349422
5.143572977,19,69.38455268,2.972658344,109.3229945
2.468056338,18,11.77492958,2.798165121,68.22276943
1.769896254,29,112.2229237,0.5104800585,265.7126912
1.012030736,16,40.42754224,2.108380014,305.7410914
3.872643305,15,119.7006832,4.614546321,52.71512512
4.323334682,7,117.4305307,4.361842639,343.6820139
0.8862567104,6,93.45881392,2.953917616,283.338252
3.462883903,19,2.408051449,2.861622877,498.8372231
1.977778031,27,65.21699045,0.5583759132,97.03201942
4.15489851,11,10.42037045,1.001297262,367.2585903
1.706705431,8,107.4165631,1.263198713,147.6644336
4.392876238,26,94.75635032,2.440978643,142.8539414
2.811023801,13,116.6808452,3.65678024,58.42353905
5.670995941,19,73.00595438,2.303626778,52.94464534
1.51510891,0,62.66073654,0.6303052092,133.9802167
2.573545025,9,62.27686271,2.196744385,128.9760962
1.39006231,16,46.37380493,0.8131662687,50.19682581
5.608406815,16,56.24280807,3.755736758,372.7170696
5.362164638,16,76.24950998,0.832504302,276.6530875
2.141296464,3,111.9537129,2.412669948,228.2654653
4.231917039,16,71.50612059,3.467068013,96.70743403
5.049555441,17,102.8539131,1.14099032,200.2541953
3.68704422,19,103.5335894,0.3801505382,261.7652499
3.554183007,22,62.2599211,2.81649738,499.1215328
2.057631913,1,41.69635698,0.2710133175,279.7697909
1.284134393,7,76.7488648,2.938843215,58.77877259
5.465521941,12,53.50528103,3.767492688,143.4837053
5.482173897,22,9.772904079,1.646579958,209.5347523
4.092127578,24,45.33709205,2.441747045,255.1669163
2.562954913,29,119.2886566,4.643809191,353.4259214
2.615889788,21,5.821424403,2.355544321,315.7668259
4.57496953,19,83.60002943,4.982770307,279.1692501
5.464973352,21,100.9426446,0.7850120568,427.0524715
5.412849406,14,77.84710842,3.544669512,138.3120674
4.855352838,19,68.36978774,3.263092991,85.04576062
4.13856456,22,84.90653004,4.361524068,427.1920397
1.237527818,8,51.52112848,0.46221606,257.9739046
1.640469313,2,10.96340848,1.401032958,299.0094113
5.47248178,2,115.4846105,0.6608961288,426.8230498
3.95343111,1,51.8760924,4.665475611,475.6164008
0.8478246684,0,79.84670846,2.133176623,298.4003218
1.327652023,13,63.75725243,4.550329228,415.515441
4.250209199,16,6.560768637,1.472034972,295.1524275
0.826320236,12,114.3295921,0.6318405068,64.99571859
1.636201867,18,95.10446713,1.482686365,480.1363505
3.653415705,29,17.89174734,2.985871797,417.9951978
4.397855028,22,117.7978652,4.226162959,389.0399845
4.190198549,14,88.42816466,1.926953466,248.8215826
1.966200409,26,56.67859805,4.574043296,474.1452996
4.503331951,24,73.36440679,1.221160298,270.4308792
2.033695255,13,12.80840184,3.467703437,374.3540024
2.49207843,1,67.2493812,3.678566752,95.26663045
4.681755307,6,8.839328642,1.369814597,148.4874383
4.178091075,16,65.38263085,0.1348493915,240.8924771
5.215961735,17,66.32348265,1.82618671,311.5840955
4.21958704,5,104.9326542,0.2259807365,412.4995876
3.755204737,26,87.00690003,4.503768877,158.3923503
1.287108793,20,29.94628707,4.767626315,398.4601043
2.712122176,7,106.6111371,3.67689958,450.4964795
2.179052312,27,68.78911978,3.633422927,418.3026258
2.068746146,26,72.76553743,1.204463347,330.0859946
5.859654885,1,20.27776431,0.3696278828,414.4966275
2.844108168,0,102.9328315,4.010523179,444.8759233
5.438642087,15,111.7158138,2.795809658,299.7950494
4.081920855,6,92.99887794,3.408137654,414.5726279
4.933018778,21,112.8902943,3.89820534,239.5068599
3.413712884,23,36.27598849,2.047171345,285.1153175
3.7999002,10,103.3343002,0.7227329499,73.67540263
3.361092008,14,58.66717714,3.975183997,447.5705304
1.815263537,12,19.67006435,2.268828196,113.1668418
4.556750999,29,80.25607188,4.134621154,174.288316
2.260016285,23,82.09443248,2.188495734,192.8583388
0.9264430254,1,34.43094165,1.085082042,102.1553304
4.156455939,13,3.299199795,0.8550250833,464.789046
1.720975533,23,23.98167109,3.719608783,486.515147
5.690384639,5,47.97330572,2.874445614,439.3385786
5.7604286,8,20.10754933,2.023014502,205.8642377
5.557294829,27,23.28359379,2.460583781,74.8566248
2.724825241,6,46.96687973,2.748193026,132.3011615
0.880374406,17,115.4143937,1.197082209,397.4449615
5.627256525,23,91.70922185,1.890827898,178.6884053
3.026557571,8,38.36980815,1.462057326,451.6723708
5.826605059,22,114.1924883,1.942119234,425.8084261
5.810823881,3,77.47761507,2.502811068,156.6253714
5.235649168,8,54.65395736,0.8667876953,362.0545513
2.331134239,3,56.19602387,1.967575313,249.0326067
2.802508189,11,49.28933614,1.927472217,146.7262145
5.225910692,3,27.95904631,1.430019084,315.5505923
2.447994427,24,46.39586307,4.992481624,426.8118903
1.681362283,29,63.34756609,0.368137545,467.0569662
3.695366565,23,63.36328209,3.214755696,76.42805772
5.668004826,19,91.40842827,0.8721930327,238.4307089
4.419354943,13,43.05574286,4.197619946,321.9896034
3.764318084,23,86.01576352,4.57098268,202.0959619
1.305317768,23,69.37102065,2.007389913,192.9485583
3.998037579,6,115.4214485,4.117392247,397.3701354
5.948280021,25,46.23419112,1.249547247,402.1284614
1.528436879,12,108.1459757,0.7003425366,378.0145635
3.495314192,21,98.47710568,1.579391332,454.3363059
5.362339974,7,76.51971415,1.708370069,272.6186042
4.651996812,22,78.54173601,1.986787724,404.5153118
4.424481853,4,10.15799215,1.86479471,55.04520309
4.452917237,11,114.0269527,2.055722264,494.3433121
2.669353986,12,12.83232762,3.550166829,463.654995
2.32667759,28,67.58799705,1.227900664,428.6070242
5.008678008,19,39.60849605,0.09287797883,314.494999
5.012589652,13,51.58223739,2.448402757,294.8694488
5.308776057,27,73.2219613,2.241456221,117.5585778
5.548850873,17,109.0621653,0.3003249492,74.28344667
3.458980474,26,54.90805483,0.6690070075,165.1445698
3.407884732,23,118.5275466,2.549604473,117.9407563
4.951134931,24,71.13744784,1.1737538,302.3694719
4.17981244,19,19.26647312,4.387991471,199.6473185
4.450227762,3,22.80111538,0.8664624323,224.5357912
4.938121881,20,85.93332427,0.1006131592,61.87632077
5.428027777,17,6.047735309,2.237818847,296.8779505
2.557574816,6,57.64098915,4.930815553,345.2740863
2.753031354,14,17.78629318,3.169362632,200.4823139
1.288706087,20,51.98623622,1.770148606,109.0638421
3.807056733,5,89.99009065,0.08434005734,366.6773715
0.9868998237,15,55.05755139,2.424742199,108.0420628
3.221109694,19,19.61413308,1.032330011,417.5853737
3.6217521,23,30.23104444,3.238770427,295.710095
2.290014511,7,44.10475064,2.915042469,156.849861
3.872332955,27,8.347342018,1.326068877,454.4280671
0.9586012997,20,70.12051633,0.3444136711,113.7975361
0.9942105815,15,72.90405495,3.77509599,320.5326453
5.077522915,27,7.458231256,2.927320473,327.8800813
2.672991335,21,48.27735854,4.210631248,66.78832708
1.460714666,15,49.68008195,1.299000078,324.3713391
3.515664952,2,40.05834823,3.264310324,362.397463
4.803966476,16,66.92876884,0.5934025026,459.5595514
1.922269343,8,41.51489881,1.45904954,369.0204744
4.039030474,24,49.96911354,3.282695559,267.9938152
1.243806818,2,95.70282569,4.127906526,433.9850082
1.06874495,19,19.45312265,1.604627509,209.2035279
3.563044084,28,74.29376344,3.994267783,434.9817175
3.611302632,6,60.6713282,3.388762301,429.7866583
4.114635488,17,36.6085965,1.743373858,321.6468554
4.575674935,11,87.30415878,4.381984689,205.0804962
5.874430813,18,66.14260314,2.54614533,316.0424278
3.484761811,15,57.28338324,3.241234113,457.6541318
2.479373659,21,80.12031777,2.47815671,336.4427948
4.934968213,26,96.27483696,2.263599802,428.0057795
2.208327707,23,116.7202548,4.239888586,205.0817488
3.082651388,16,75.52204421,1.473522075,181.5395174
1.207973183,19,104.9327982,0.1831461118,165.1311207
0.9318238658,14,0.1309849228,4.398913218,271.0627174
5.805771756,0,63.62828313,4.125119765,244.3892263
5.147096627,1,25.75770585,1.832802373,434.3994128
4.419065872,7,11.30309485,0.9272556935,100.6709958
2.926555311,21,63.83652205,3.377668215,299.3211067
1.701130464,24,89.61918074,0.3938045182,231.5329374
1.613472622,1,49.4727027,2.118773778,471.9064341
2.10126307,18,80.41289392,0.4293116077,404.7752611
3.655978656,8,58.76631046,2.989548377,245.0079617
4.515898798,8,52.45030392,0.136041919,338.2760626
4.233026359,12,34.83079685,3.146191878,385.5160446
2.255656264,5,45.91122174,3.366027866,82.01368031
5.765299459,29,41.9754757,2.435722373,353.1738842
4.637063967,14,77.54246208,0.8750366465,112.7704002
3.682641073,18,13.92222135,0.5069696931,135.0265546
3.98094788,20,11.11636424,1.566461741,257.5452055
2.981920325,14,79.20155931,2.326033398,490.7536924
2.088201145,17,65.55576839,3.211041584,478.4707691
2.651057929,6,51.62401161,0.006250637592,456.0218467
4.740799774,25,18.29314613,3.555319596,65.44812072
0.8748461409,10,49.32325342,3.563559661,433.7762723
1.403577731,7,94.7678116,2.222689032,399.274678
1.039213739,5,106.7545483,1.717032229,274.4514709
1.011789772,7,84.3091884,4.211542823,196.4417204
5.248395037,1,7.189461106,3.92293741,390.0147991
4.459020869,18,80.44917319,4.916380443,98.16306345
3.265703911,15,28.91827075,1.859654027,342.6995165
1.308737635,6,37.83014916,4.534163024,352.344013
3.356402551,9,23.50478496,0.4370094295,299.1630872
3.262053208,11,93.09069487,2.057330331,445.0012236
1.700649724,16,77.83225472,2.326870594,198.4369622
3.056028576,6,73.42020655,2.204371581,265.1725517
2.872224619,21,80.15671316,3.125490942,391.3980656
4.00242051,7,28.41267137,0.8510391942,372.50912
4.102486985,6,53.35732972,4.332260859,303.1071311
1.035580851,3,75.99044659,2.758820093,172.460711
2.747985596,2,76.39128331,4.52104774,182.4127407
4.054471562,18,95.02222353,0.01315822011,383.5423685
3.416308545,14,34.452476,3.149940568,52.58481322
5.253747174,3,92.4403346,2.062289234,343.7304881
4.225206884,24,52.82213767,2.525495309,161.7229962
1.647259021,8,80.42072305,3.719022554,352.8475015
1.166957486,12,54.68632561,1.135758742,134.1220493
4.140580247,17,113.8332204,1.024497176,219.3975228
0.9378588148,20,21.51627177,3.515039089,389.2172963
3.846033023,15,81.00061063,2.606828795,389.8405167
5.689197255,0,69.18420009,1.16819549,144.3604193
3.792465725,3,20.72772491,2.420093173,219.3267022
2.818483616,17,7.920760297,2.297792029,276.1276674
4.145098736,7,95.89732668,3.457222137,314.311562
3.182915031,19,18.89416004,0.0133055181,384.095442
3.637207304,15,22.38080193,2.933801329,60.63659732
5.695617006,20,117.4121069,3.028390753,101.8957646
2.807733717,10,86.07130218,3.727550686,120.9753052
5.798190932,19,30.05842099,4.44615233,135.7982362
5.507823338,20,70.91387522,2.200948986,63.62302504
1.818113901,20,64.09342061,1.712601122,464.2120755
1.160678765,20,101.3367921,0.5116018876,122.987717
1.324045607,26,87.51848974,1.684179224,83.13757837
0.8947534934,18,99.80653506,0.3424233222,262.2764312
1.291103396,22,25.38079056,4.014101027,473.5324385
4.351635222,18,76.82630452,4.035030739,483.9736281
1.170180972,17,4.82890301,2.086188286,354.3812717
2.458673278,18,8.272873474,1.298206169,130.2569414
5.193351617,10,85.62324392,0.5901003773,51.70811442
0.9210140658,2,2.930412317,4.25618583,200.7645075
5.035236109,7,69.57180107,4.387476392,106.4552419
2.265644829,19,100.8486118,1.331448073,389.7930077
1.414457104,18,45.59301701,3.108802742,486.0976328
4.42303326,9,5.380852421,1.293268324,87.67524971
4.070502803,15,85.66169396,1.125633136,228.6205044
5.36285447,4,111.5623743,0.1060402532,456.1112767
4.622369428,19,86.06056705,2.885797088,377.7309659
4.978100838,8,69.41366916,0.7497077159,441.4012301
2.266579777,7,27.60345959,0.06185591433,465.3401688
1.722685628,10,1.845074885,0.5242558217,235.6774791
4.703196709,15,83.36065302,1.568845958,362.1479666
4.995540644,6,27.7231411,3.345815951,369.2007187
5.950626738,14,102.9795213,1.013115267,333.8672197
2.94561192,23,55.96369426,4.437952813,196.598273
2.734494046,28,63.67626988,1.442442052,424.4759759
4.837347396,20,90.47238531,1.656131447,396.0037866
2.572178409,19,93.53167294,1.0898859,250.3458707
5.639938093,22,77.11809997,1.269026685,239.4354761
5.26374631,16,112.6118178,0.3706755728,54.85261269
3.030768942,5,117.8758124,1.473852894,429.5499422
4.704529553,14,113.6262533,4.298087298,177.7927925
4.723622945,7,98.90150224,3.442122707,261.8616429
1.336244118,6,84.67502643,4.376341019,235.0854745
5.493275115,1,79.59910295,0.5242950719,355.1626702
3.427312337,29,12.45002123,2.278083154,225.5465932
5.097578824,12,32.57812162,1.146274365,130.8814474
2.464257925,29,0.6825868235,3.606077953,440.8775732
5.456720788,22,16.48918443,4.851189124,132.5957456
2.823848729,28,52.70753726,4.076797395,62.79327491
0.8563557877,5,17.58438609,0.1763908338,138.3078892
5.507986277,28,108.1996098,1.583298473,254.8149341
1.274690719,4,96.68390224,0.1428984523,240.452714
2.460430915,19,8.593429451,0.2008348347,408.344481
5.740322229,0,29.86964586,0.3975765208,137.7192134
5.743157164,28,98.28862615,1.381634645,399.0247398
3.781877018,17,96.36553519,1.521013838,93.36564722
4.085553503,14,113.454066,2.002267566,263.1472915
3.131916714,22,119.7057314,2.024655472,439.398039
2.324696013,9,117.1524076,3.857045059,235.8202202
2.509055636,2,49.21655829,0.7070162179,483.4763948
4.297095972,4,30.03941326,0.788703079,333.9677905
4.712347553,23,91.00922285,3.132945258,390.4933892
4.916211027,28,35.91274713,2.858710761,279.4360034
4.906014343,12,96.76804322,0.7700235274,243.3910281
1.274271736,7,64.07456765,4.261322134,88.10495533
3.370985584,21,95.27127303,1.645297071,103.9771356
1.099305552,20,33.10558557,1.834836743,307.2667044
3.657550188,28,60.96327787,2.102300404,326.1351827
3.095958607,1,67.68285523,1.613509354,493.1396778
5.41606175,8,113.1729681,2.787275261,435.9844646
2.624758065,16,31.99170922,1.943238616,430.0190636
1.408748485,26,112.4025887,1.29717363,178.9717043
1.543556747,17,96.58306986,4.522374339,235.3018835
4.759855285,12,87.70728649,1.541753701,95.95806799
4.014733929,0,94.4244323,3.492444627,311.6914008
1.325837916,11,72.65100551,1.736133852,81.29201142
1.237355392,19,29.28960126,2.176099934,251.0738714
4.445039484,19,22.73939626,1.179717617,304.7898931
1.178367633,20,103.9609723,3.761648097,152.6832244
5.073672308,4,87.01672831,3.686016257,398.9499343
4.472459581,7,25.58451393,0.111199729,353.6814376
1.223013659,26,73.8112039,0.3009702015,116.539308
1.241156113,14,53.70557777,4.611882274,492.6562272
5.930525808,26,19.0386204,4.444134236,293.9204639
2.746208138,2,63.82285312,2.530435964,61.88811966
2.727339165,5,33.7822911,2.466786958,207.5494332
5.02655775,27,11.5492949,4.062120872,490.6898459
5.725692602,12,56.03499583,0.6922507344,456.0392287
5.927205532,11,70.81302625,3.268495607,118.023345
4.717566563,18,5.628769246,2.379914972,434.7525784
2.756549845,28,48.25112993,3.716655147,328.284864
1.234203727,17,30.91943038,0.1505139566,59.78053644
4.841163963,23,3.678070885,2.963627749,390.8435972
3.703702099,0,15.07950595,2.783641076,235.7763544
3.005954448,24,16.68409906,4.204241648,228.2625301
5.513042802,26,21.94490977,3.384181488,222.2600277
1.378226908,6,96.40530857,4.400801792,318.4512454
3.361650542,11,52.73902398,4.436366608,371.3965466
0.8590389528,9,17.65031907,2.040820004,341.4391281
3.237035338,28,12.03563603,0.6871706688,158.7928668
1.092777034,11,35.75285505,3.151418279,368.0610006
1.417853165,10,95.76186224,4.368730492,110.982943
1.411136483,3,43.73518175,0.374766721,487.1034429
4.175893571,18,19.18768324,2.789616365,263.1260456
4.679433372,5,48.49394179,0.5749976333,91.10580558
3.833517579,24,66.63738687,0.1349799588,309.4812444
5.803297252,8,3.550102037,3.39817677,309.6417661
2.749327014,19,75.31701617,3.409248059,67.46514402
2.285702849,9,47.41209036,3.003290225,54.88854817
5.316715467,4,1.167105016,4.29611402,498.2460061
1.96269836,26,80.86672787,0.404382199,225.5380852
5.808757205,12,85.48651627,0.5263013085,160.4549955
0.8632032684,8,75.46077463,4.32267719,296.4761587
5.843369899,1,41.03162611,2.516383599,53.75193375
1.024431542,17,63.55258249,1.365264044,55.80277461
5.433944191,20,46.45892474,3.69078489,100.7508257
3.544045767,0,84.07460762,4.472018613,411.1363986
5.96341694,23,70.02962235,3.448016431,161.7116627
1.183742137,20,9.815893659,3.959662983,276.5556647
3.680042279,11,77.17122699,1.412486201,150.6294615
5.840373185,9,82.46860972,1.443876797,295.1727829
3.52010879,1,44.48426167,4.320619402,278.9624653
4.072872918,27,105.0942937,3.074314243,230.3259943
4.417893183,8,101.1617226,1.170813758,244.9390883
3.163613537,1,21.01998287,2.620809077,344.0201723
4.063302016,22,108.511957,3.429302357,428.9692646
3.838434422,23,52.90468458,1.092745406,193.7340769
5.486021655,29,86.84995832,3.274532041,289.4654703
1.036321178,21,97.69164084,0.2107242491,434.3789377
2.261008586,13,60.61349053,1.518458115,125.5664901
5.742139717,10,47.89223272,3.369859059,490.8007582
5.429371676,22,109.8541642,0.7467453274,387.7830533
3.169415114,10,27.70242635,1.110995153,214.7509471
4.024689509,16,30.83640933,4.395466452,218.8305753
2.242382152,3,43.39443768,3.371605497,142.4066001
1.778230031,12,103.1358934,2.494593551,170.5618944
3.211231706,6,112.6545917,1.054466961,314.1657972
2.637431586,15,26.40812577,1.707048283,51.68214757
3.835011782,0,103.6644177,2.871652491,60.42197959
1.204220112,12,30.98435514,0.7765629695,493.9145562
5.866853,0,116.4769496,2.408720399,155.9884965
5.928295871,10,71.68894704,2.044871971,423.3042647
4.430440913,5,0.8503760937,2.383436707,325.5805006
3.587701105,19,4.095588489,0.5278041064,250.691111
2.409543605,2,17.6981437,0.5324854352,379.4812062
5.031734102,11,22.50877894,4.820554764,72.50961096
4.360602097,4,92.11429474,4.896838669,390.235343
1.645608085,8,26.73190517,2.13082329,435.6455115
5.536821359,25,116.2969944,3.944977268,176.1029507
5.077193663,25,76.33344686,3.278957135,185.7271709
5.738959549,11,83.10210111,0.5845842731,96.35730519
4.573741444,29,26.13798231,1.483393287,435.1522553
3.989759019,29,107.1247577,1.568257043,413.5592955
2.974863789,27,80.13774874,2.978872174,241.3453406
5.650188113,26,103.7286749,2.899883562,219.9735001
5.303532225,9,114.7777317,4.617543469,242.3869886
1.035137085,18,15.07691725,3.95018157,239.1557627
0.9371082674,4,11.59046763,4.284238323,243.3274975
2.757609508,25,96.40893919,4.456143068,115.5843736
5.01487732,4,103.9351271,4.006383363,56.06466052
5.933835872,8,70.05137051,1.664406305,393.0949441
1.582167834,26,43.92006573,1.075064857,204.6874028
3.88947972,27,78.31555633,2.85883669,270.9000038
2.780632454,25,36.67968871,3.447841582,188.3466308
5.843554869,26,28.60628306,1.932839845,221.7379041
5.1790184,19,58.57742514,4.24169325,83.68846855
5.159309264,16,25.93845931,4.802832964,216.6291172
3.237204431,9,58.044433,2.846978631,258.4020291
2.957061412,20,114.7927807,2.282960311,424.7784721
2.221716774,0,100.7740843,4.214435585,194.9924174
1.093152583,21,112.9957103,0.1213477349,89.84489158
5.296556357,27,96.75947698,0.6450630792,391.6372583
5.027085247,15,42.57011231,4.228288295,219.0359818
5.998531901,25,97.44542863,3.660142928,461.9135587
5.982511553,25,110.7498892,2.080683491,481.5661283
